NOV_ISSUED_DATE,NOV_NUMBER,STREET_NO,DIR,STREET_NME,VIOLATION_DESCRIPTION
7/10/2019,P005830206,7100,S,OAKLEY,8-4-081(a)     Public Urination
7/10/2019,P005830024,7000,S,WESTERN,8-4-081(a)     Public Urination
7/10/2019,P005852481,400,N,WABASH,8-4-081(a)     Public Urination
7/10/2019,P005922496,11000,S,VERNON,8-4-081(a)     Public Urination
7/11/2019,P005150277,7900,S,PAULINA,8-4-081(a)     Public Urination
7/11/2019,P005494595,3100,N,LARAMIE,8-4-081(a)     Public Urination
7/11/2019,P005644482,1300,S,PULASKI RD,8-4-081(a)     Public Urination
7/11/2019,P005806011,6900,S,WESTERN,8-4-081(a)     Public Urination
7/11/2019,P005811198,7000,S,WESTERN,8-4-081(a)     Public Urination
7/11/2019,P005918566,10,E,KINZIE,8-4-081(a)     Public Urination
7/11/2019,P005918567,100,E,LOWER WACKER,8-4-081(a)     Public Urination
7/11/2019,P005918568,10,E,HUBBARD,8-4-081(a)     Public Urination
7/12/2019,P005328388,6100,S,MAYFIELD,8-4-081(a)     Public Urination
7/12/2019,P005485170,3800,W,ROOSEVELT,8-4-081(a)     Public Urination
7/12/2019,P005493951,2800,N,PULASKI RD,8-4-081(a)     Public Urination
7/12/2019,P005691990,3600,N,SHEFFIELD,8-4-081(a)     Public Urination
7/12/2019,P005685555,700,E,67TH,8-4-081(a)     Public Urination
7/12/2019,P005665331,2900,S,STATE ST,8-4-081(a)     Public Urination
7/12/2019,P005646825,10,S,PULASKI,8-4-081(a)     Public Urination
7/12/2019,P005739866,4500,N,KENMORE,8-4-081(a)     Public Urination
7/12/2019,P005787154,7000,S,WESTERN,8-4-081(a)     Public Urination
7/12/2019,P005731712,800,N,SPAULDING,8-4-081(a)     Public Urination
7/12/2019,P005609541,4600,S,PRINCETON,8-4-081(a)     Public Urination
7/12/2019,P005609846,3100,W,CERMAK RD,8-4-081(a)     Public Urination
7/12/2019,P005832486,400,N,WABASH,8-4-081(a)     Public Urination
7/12/2019,P005852452,2600,S,TROY,8-4-081(a)     Public Urination
7/12/2019,P005773326,5600,W,MADISON,8-4-081(a)     Public Urination
7/13/2019,P005297261,1900,W,DIVISION ST,8-4-081(a)     Public Urination
7/13/2019,P005354231,300,N,LARAMIE,8-4-081(a)     Public Urination
7/13/2019,P005469523,700,N,RIDGEWAY,8-4-081(a)     Public Urination
7/13/2019,P005663828,7900,S,EXCHANGE,8-4-081(a)     Public Urination
7/13/2019,P005676807,10,E,ROOSEVELT,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
7/13/2019,P005675709,4700,S,STATE ST,8-4-081(a)     Public Urination
7/13/2019,P005663873,9500,S,LAFAYETT,8-4-081(a)     Public Urination
7/13/2019,P005668011,2400,N,STOCKTON,8-4-081(a)     Public Urination
7/13/2019,P005665152,10,N,GARLAND CT,8-4-081(a)     Public Urination
7/13/2019,P005739536,1100,W,ARGYLE,8-4-081(a)     Public Urination
7/13/2019,P005675854,4700,S,INDIANA,8-4-081(a)     Public Urination
7/13/2019,P005701825,11900,S,MICHIGAN,8-4-081(a)     Public Urination
7/13/2019,P005852681,400,N,STATE ST,8-4-081(a)     Public Urination
7/13/2019,P005798734,4200,S,STATE,8-4-081(a)     Public Urination
7/14/2019,P005560460,4900,S,KEDZIE,8-4-081(a)     Public Urination
7/14/2019,P005680538,10,W,DIVISION ST,8-4-081(a)     Public Urination
7/14/2019,P005689062,5800,W,HIRSCH,8-4-081(a)     Public Urination
7/14/2019,P005680539,10,W,DIVISION ST,8-4-081(a)     Public Urination
7/14/2019,P005675839,5500,S,STATE ST,8-4-081(a)     Public Urination
7/14/2019,P005691017,900,W,BELMONT,8-4-081(a)     Public Urination
7/14/2019,P005694480,10,E,KINZIE,8-4-081(a)     Public Urination
7/14/2019,P005663900,500,E,111TH ST,8-4-081(a)     Public Urination
7/14/2019,P005643804,3000,W,ROOSEVELT,8-4-081(a)     Public Urination
7/14/2019,P005780932,3700,S,VINCENNES,8-4-081(a)     Public Urination
7/14/2019,P005770474,800,E,79TH ST,8-4-081(a)     Public Urination
7/14/2019,P005707665,4800,N,CHRISTIANA,8-4-081(a)     Public Urination
7/14/2019,P005852572,3200,W,47TH ST,8-4-081(a)     Public Urination
7/14/2019,P005852648,2600,W,47TH ST,8-4-081(a)     Public Urination
7/14/2019,P005852651,2500,W,47TH ST,8-4-081(a)     Public Urination
7/15/2019,P005164239,6200,S,PRAIRIE AVE,8-4-081(a)     Public Urination
7/15/2019,P005450453,800,N,LAVERGNE,8-4-081(a)     Public Urination
7/15/2019,P005464692,5500,W,MADISON,8-4-081(a)     Public Urination
7/15/2019,P005559718,4000,W,CHICAGO,8-4-081(a)     Public Urination
7/15/2019,P005685093,200,W,103RD,8-4-081(a)     Public Urination
7/15/2019,P005669165,4700,N,BROADWAY,8-4-081(a)     Public Urination
7/15/2019,P005808353,1600,N,MONITOR,8-4-081(a)     Public Urination
7/16/2019,P005602971,300,E,GARFIELD,8-4-081(a)     Public Urination
7/16/2019,P005663592,13000,S,DREXEL,8-4-081(a)     Public Urination
7/16/2019,P005682230,2300,W,JACKSON,8-4-081(a)     Public Urination
7/16/2019,P005684967,10,E,103RD ST,8-4-081(a)     Public Urination
7/16/2019,P005676049,10,E,ROOSEVELT RD,8-4-081(a)     Public Urination
7/16/2019,P005736281,1400,W,GRAND,8-4-081(a)     Public Urination
7/16/2019,P005770623,9400,S,COTTAGE GROVE,8-4-081(a)     Public Urination
7/16/2019,P005830221,2800,W,59TH ST,8-4-081(a)     Public Urination
7/16/2019,P005796183,1500,W,DEVON,8-4-081(a)     Public Urination
7/16/2019,P005823463,4600,N,RACINE,8-4-081(a)     Public Urination
7/17/2019,P005408740,3600,S,INDIANA,8-4-081(a)     Public Urination
7/17/2019,P005474371,4400,W,CORTEZ,8-4-081(a)     Public Urination
7/17/2019,P005663759,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
7/17/2019,P005664388,11800,S,MICHIGAN,8-4-081(a)     Public Urination
7/17/2019,P005681140,800,N,MICHIGAN,8-4-081(a)     Public Urination
7/17/2019,P005664125,7500,S,HALSTED ST,8-4-081(a)     Public Urination
7/17/2019,P005627170,5200,N,HARLEM,8-4-081(a)     Public Urination
7/17/2019,P005748119,10,W,CTA OHR PLTFM ST,8-4-081(a)     Public Urination
7/17/2019,P005773048,3100,N,MILWAUKEE,8-4-081(a)     Public Urination
7/17/2019,P005833492,2500,W,GRANVILLE,8-4-081(a)     Public Urination
7/17/2019,P005918594,1300,S,INDEPENDENCE,8-4-081(a)     Public Urination
7/18/2019,P005137762,2100,N,CICERO,8-4-081(a)     Public Urination
7/18/2019,P005172907,13300,S,BRANDON,8-4-081(a)     Public Urination
7/18/2019,P005699738,5500,S,DAMEN,8-4-081(a)     Public Urination
7/18/2019,P005678166,400,N,LASALLE,8-4-081(a)     Public Urination
7/18/2019,P005700012,6300,S,ASHLAND,8-4-081(a)     Public Urination
7/18/2019,P005687879,8200,S,COLFAX,8-4-081(a)     Public Urination
7/18/2019,P005664405,5900,S,CARPENTER,8-4-081(a)     Public Urination
7/18/2019,P005664022,7500,S,VINCENNES,8-4-081(a)     Public Urination
7/18/2019,P005781516,600,E,47TH ST,8-4-081(a)     Public Urination
7/18/2019,P005773536,400,N,LARAMIE,8-4-081(a)     Public Urination
7/18/2019,P005770648,200,E,111TH ST,8-4-081(a)     Public Urination
7/19/2019,P005498885,5100,W,NORTH AVE,8-4-081(a)     Public Urination
7/19/2019,P005463754,5100,W,MADISON ST,8-4-081(a)     Public Urination
7/19/2019,P005568030,100,W,GARFIELD,8-4-081(a)     Public Urination
7/19/2019,P005661789,300,S,PULASKI RD,8-4-081(a)     Public Urination
7/19/2019,P005694701,3900,N,MADISON,8-4-081(a)     Public Urination
7/19/2019,P005688072,2200,S,TRUMBULL AVE,8-4-081(a)     Public Urination
7/19/2019,P005647367,4700,W,FLOURNOY,8-4-081(a)     Public Urination
7/19/2019,P005741199,10,E,HUBBARD,8-4-081(a)     Public Urination
7/19/2019,P005751409,10600,S,STATE ST,8-4-081(a)     Public Urination
7/19/2019,P005830060,5800,S,KEDZIE,8-4-081(a)     Public Urination
7/19/2019,P005852483,3300,W,15TH ST,8-4-081(a)     Public Urination
7/19/2019,P005830696,2400,W,71ST ST,8-4-081(a)     Public Urination
7/20/2019,P005781517,700,E,43RD ST,8-4-081(a)     Public Urination
7/20/2019,P005786169,2400,N,LAKE SHORE DR,8-4-081(a)     Public Urination
7/20/2019,P005610335,5300,W,CHICAGO,8-4-081(a)     Public Urination
7/20/2019,P005830326,6300,S,SACRAMENTO,8-4-081(a)     Public Urination
7/20/2019,P005794727,10,W,HUBBARD,8-4-081(a)     Public Urination
7/20/2019,P005852654,2100,S,OAKLEY,8-4-081(a)     Public Urination
7/21/2019,P005505339,400,N,MCCLURG CT,8-4-081(a)     Public Urination
7/21/2019,P005451304,5300,W,MADISON,8-4-081(a)     Public Urination
7/21/2019,P005478179,8400,S,HALSTED,8-4-081(a)     Public Urination
7/21/2019,P005593218,7800,S,COLFAX AVE,8-4-081(a)     Public Urination
7/21/2019,P005691019,3300,N,HALSTED ST,8-4-081(a)     Public Urination
7/21/2019,P005690631,3300,W,63RD ST,8-4-081(a)     Public Urination
7/21/2019,P005664408,1100,W,63RD ST,8-4-081(a)     Public Urination
7/21/2019,P005665105,3000,S,RHODES,8-4-081(a)     Public Urination
7/21/2019,P005792903,3100,N,BENARD,8-4-081(a)     Public Urination
7/21/2019,P005832487,100,W,DIVISION,8-4-081(a)     Public Urination
7/21/2019,P005806169,2400,W,71ST ST,8-4-081(a)     Public Urination
7/21/2019,P005822784,3300,N,HALSTED ST,8-4-081(a)     Public Urination
7/22/2019,P005661660,3500,W,VAN BUREN,8-4-081(a)     Public Urination
7/22/2019,P005684834,12000,S,MICHIGAN,8-4-081(a)     Public Urination
7/22/2019,P005647812,6100,S,RACINE,8-4-081(a)     Public Urination
7/22/2019,P005852349,400,E,PERSHING RD,8-4-081(a)     Public Urination
7/22/2019,P005852215,4700,S,WESTERN,8-4-081(a)     Public Urination
7/22/2019,P005770484,8800,S,COMMERCIAL,8-4-081(a)     Public Urination
7/22/2019,P005770395,13000,S,ELLIS,8-4-081(a)     Public Urination
7/22/2019,P005917141,3600,N,HALSTED,8-4-081(a)     Public Urination
7/22/2019,P005794729,4600,S,WASHTENAW,8-4-081(a)     Public Urination
7/22/2019,P005797690,200,W,CERMAK,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
7/23/2019,P005460632,2200,N,MILWAUKEE,8-4-081(a)     Public Urination
7/23/2019,P005689492,1100,N,PULASKI,8-4-081(a)     Public Urination
7/23/2019,P005684837,10000,S,WENTWORTH,8-4-081(a)     Public Urination
7/23/2019,P005786619,2600,N,KEDZIE,8-4-081(a)     Public Urination
7/23/2019,P005832891,100,W,NORTH,8-4-081(a)     Public Urination
7/23/2019,P005806177,2400,W,71ST ST,8-4-081(a)     Public Urination
7/24/2019,P005017270,4400,W,CONGRESS PK,8-4-081(a)     Public Urination
7/24/2019,P005664134,5800,S,MORGAN,8-4-081(a)     Public Urination
7/24/2019,P005770316,5800,S,CARPENTER,8-4-081(a)     Public Urination
7/24/2019,P005714207,1100,S,LAKE SHORE DR,8-4-081(a)     Public Urination
7/24/2019,P005772840,5100,W,HURON,8-4-081(a)     Public Urination
7/24/2019,P005822368,9400,S,ASHLAND,8-4-081(a)     Public Urination
7/24/2019,P005852662,6600,S,CORNELL,8-4-081(a)     Public Urination
7/25/2019,P005595887,2900,E,87TH STREET,8-4-081(a)     Public Urination
7/25/2019,P005473879,4000,W,VAN BUREN ST,8-4-081(a)     Public Urination
7/25/2019,P005664135,7600,S,HALSTED,8-4-081(a)     Public Urination
7/25/2019,P005663678,6800,S,ASHLAND,8-4-081(a)     Public Urination
7/25/2019,P005664962,10,E,23RD,8-4-081(a)     Public Urination
7/25/2019,P005654026,2100,S,CALIFORNIA,8-4-081(a)     Public Urination
7/25/2019,P005647451,3400,W,CHICAGO,8-4-081(a)     Public Urination
7/25/2019,P005739576,5100,N,WESTERN,8-4-081(a)     Public Urination
7/25/2019,P005807832,6700,S,ST LAWRENCE,8-4-081(a)     Public Urination
7/25/2019,P005807833,6300,S,EVANS,8-4-081(a)     Public Urination
7/25/2019,P005772756,5100,W,FULTON,8-4-081(a)     Public Urination
7/25/2019,P005763111,2200,N,LINCOLN,8-4-081(a)     Public Urination
7/25/2019,P005796128,6900,N,GREENVIEW,8-4-081(a)     Public Urination
7/25/2019,P005798871,100,E,71ST ST,8-4-081(a)     Public Urination
7/25/2019,P005822516,1500,W,95TH ST,8-4-081(a)     Public Urination
7/25/2019,P005918597,1600,S,DRAKE,8-4-081(a)     Public Urination
7/26/2019,P005678057,200,W,GRAND,8-4-081(a)     Public Urination
7/26/2019,P005699885,5900,S,ASHLAND,8-4-081(a)     Public Urination
7/26/2019,P005646882,3000,W,MADISON ST,8-4-081(a)     Public Urination
7/26/2019,P005646927,10,N,SPRINGFIELD,8-4-081(a)     Public Urination
7/26/2019,P005732238,700,S,PULASKI,8-4-081(a)     Public Urination
7/26/2019,P005728309,200,W,LAKE ST,8-4-081(a)     Public Urination
7/26/2019,P005739314,500,W,ARMITAGE,8-4-081(a)     Public Urination
7/26/2019,P005776302,10000,W,OHARE ST,8-4-081(a)     Public Urination
7/26/2019,P005610592,6200,S,COTTAGE GROVE,8-4-081(a)     Public Urination
7/26/2019,P005790444,5700,N,BROADWAY,8-4-081(a)     Public Urination
7/26/2019,P005763112,10,N,LINCOLN,8-4-081(a)     Public Urination
7/26/2019,P005789758,10,W,87TH ST,8-4-081(a)     Public Urination
7/26/2019,P005829056,4900,N,MILWAUKEE,8-4-081(a)     Public Urination
7/26/2019,P005852685,2500,S,TRUMBULL,8-4-081(a)     Public Urination
7/26/2019,P005806479,6700,S,COTTAGE,8-4-081(a)     Public Urination
7/26/2019,P005808337,1600,N,LUNA,8-4-081(a)     Public Urination
7/27/2019,P005362961,700,W,95TH ST,8-4-081(a)     Public Urination
7/27/2019,P005491265,2400,N,CANNON DR,8-4-081(a)     Public Urination
7/27/2019,P005694484,400,N,STATE,8-4-081(a)     Public Urination
7/27/2019,P005663411,7900,S,EXCHANGE,8-4-081(a)     Public Urination
7/27/2019,P005663441,10200,S,MICHIGAN,8-4-081(a)     Public Urination
7/27/2019,P005676648,300,S,STATE,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
7/27/2019,P005681763,1600,W,ROOSEVELT RD,8-4-081(a)     Public Urination
7/27/2019,P005665421,400,E,LOWER WACKER DR,8-4-081(a)     Public Urination
7/27/2019,P005682396,6000,S,VERNON,8-4-081(a)     Public Urination
7/27/2019,P005684973,11400,S,MICHIGAN,8-4-081(a)     Public Urination
7/27/2019,P005664200,700,E,133RD PL,8-4-081(a)     Public Urination
7/27/2019,P005651856,7400,N,WESTERN,8-4-081(a)     Public Urination
7/27/2019,P005609795,6300,S,VERNON,8-4-081(a)     Public Urination
7/27/2019,P005790478,1000,W,LAWRENCE,8-4-081(a)     Public Urination
7/27/2019,P005852423,800,N,DEARBORN,8-4-081(a)     Public Urination
7/27/2019,P005852424,400,N,LOWER MICHIGA,8-4-081(a)     Public Urination
7/27/2019,P005751594,6000,S,RACINE,8-4-081(a)     Public Urination
7/27/2019,P005823584,3400,N,CLARK,8-4-081(a)     Public Urination
7/27/2019,P005823586,3500,N,CLARK,8-4-081(a)     Public Urination
7/28/2019,P005457743,5100,W,CHICAGO,8-4-081(a)     Public Urination
7/28/2019,P005664459,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
7/28/2019,P005664223,11100,S,KING DR,8-4-081(a)     Public Urination
7/28/2019,P005718992,1500,N,HONORE,8-4-081(a)     Public Urination
7/28/2019,P005720140,3900,W,MADISON ST,8-4-081(a)     Public Urination
7/28/2019,P005834022,7600,N,PAULINA,8-4-081(a)     Public Urination
7/28/2019,P005832491,700,N,RUSH ST,8-4-081(a)     Public Urination
7/28/2019,P005771075,400,E,103RD ST,8-4-081(a)     Public Urination
7/28/2019,P005852578,1100,S,SPRINGFIELD,8-4-081(a)     Public Urination
7/28/2019,P005830788,2400,W,71ST ST,8-4-081(a)     Public Urination
7/28/2019,P005912905,400,E,MONROE DR,8-4-081(a)     Public Urination
7/29/2019,P005464345,4800,W,CHICAGO,8-4-081(a)     Public Urination
7/29/2019,P005640979,10,E,ADAMS,8-4-081(a)     Public Urination
7/29/2019,P005596357,2300,E,87TH ST,8-4-081(a)     Public Urination
7/29/2019,P005472308,4200,W,MADISON,8-4-081(a)     Public Urination
7/29/2019,P005665238,500,W,ROOSEVELT RD,8-4-081(a)     Public Urination
7/29/2019,P005664799,200,N,STATE,8-4-081(a)     Public Urination
7/29/2019,P005808224,300,S,PULASKI,8-4-081(a)     Public Urination
7/30/2019,P005692651,3500,N,CLARK,8-4-081(a)     Public Urination
7/30/2019,P005719472,1500,N,MILWAUKEE,8-4-081(a)     Public Urination
7/30/2019,P005772411,300,N,CENTRAL,8-4-081(a)     Public Urination
7/30/2019,P005706581,2100,W,GARFIELD,8-4-081(a)     Public Urination
7/31/2019,P005662376,1000,W,59TH ST,8-4-081(a)     Public Urination
7/31/2019,P005647091,3800,W,LAKE,8-4-081(a)     Public Urination
7/31/2019,P005643852,4100,S,KEDZIE,8-4-081(a)     Public Urination
7/31/2019,P005781233,4300,S,VINCENNES,8-4-081(a)     Public Urination
7/31/2019,P005773452,100,N,MAYFIELD,8-4-081(a)     Public Urination
7/31/2019,P005852231,5300,W,LAKE ST,8-4-081(a)     Public Urination
7/31/2019,P005806174,7100,S,WESTERN,8-4-081(a)     Public Urination
7/31/2019,P005752247,2200,W,21ST ST,8-4-081(a)     Public Urination
7/31/2019,P005788995,3500,W,ROOSEVELT RD,8-4-081(a)     Public Urination
7/31/2019,P005822280,1500,W,91ST ST,8-4-081(a)     Public Urination
7/31/2019,P005822785,3400,N,HALSTED ST,8-4-081(a)     Public Urination
8/1/2019,P005567437,5700,S,STATE ST,8-4-081(a)     Public Urination
8/1/2019,P005663691,1500,W,65TH ST,8-4-081(a)     Public Urination
8/1/2019,P005664224,300,W,64TH ST,8-4-081(a)     Public Urination
8/1/2019,P005664151,600,E,130TH ST,8-4-081(a)     Public Urination
8/1/2019,P005642877,2000,S,CALIFORNIA,8-4-081(a)     Public Urination
8/1/2019,P005621655,2800,W,MARQUETTE,8-4-081(a)     Public Urination
8/1/2019,P005770485,7400,S,STEWART,8-4-081(a)     Public Urination
8/1/2019,P005830450,1100,W,63RD ST,8-4-081(a)     Public Urination
8/1/2019,P005830229,2500,W,63RD,8-4-081(a)     Public Urination
8/1/2019,P005830679,2400,W,63RD ST,8-4-081(a)     Public Urination
8/2/2019,P005332153,1600,W,DIVISION ST,8-4-081(a)     Public Urination
8/2/2019,P005550370,2100,S,HARDING,8-4-081(a)     Public Urination
8/2/2019,P005662310,1100,N,LAWNDALE,8-4-081(a)     Public Urination
8/2/2019,P005686141,5400,S,LAKE SHORE DR,8-4-081(a)     Public Urination
8/2/2019,P005663844,200,W,103RD ST,8-4-081(a)     Public Urination
8/2/2019,P005688801,4400,W,MADISON,8-4-081(a)     Public Urination
8/2/2019,P005647972,4100,W,MADISON,8-4-081(a)     Public Urination
8/2/2019,P005669167,4500,N,BROADWAY,8-4-081(a)     Public Urination
8/2/2019,P005647483,300,S,PULASKI,8-4-081(a)     Public Urination
8/2/2019,P005729976,2200,N,LINCOLN,8-4-081(a)     Public Urination
8/2/2019,P005719199,2000,N,MILWAUKEE,8-4-081(a)     Public Urination
8/2/2019,P005732239,300,S,CALIFORNIA,8-4-081(a)     Public Urination
8/2/2019,P005719840,1600,N,CALIFORNIA,8-4-081(a)     Public Urination
8/2/2019,P005781114,3900,S,INDIANA,8-4-081(a)     Public Urination
8/2/2019,P005706587,5700,S,PAULINA,8-4-081(a)     Public Urination
8/2/2019,P005908784,500,W,MONTROSE DR,8-4-081(a)     Public Urination
8/2/2019,P005822983,900,W,ADDISON ST,8-4-081(a)     Public Urination
8/2/2019,P005795297,7100,S,DORCHESTER,8-4-081(a)     Public Urination
8/2/2019,P005811631,7800,S,CLAREMONT,8-4-081(a)     Public Urination
8/3/2019,P005456058,300,S,CALIFORNIA,8-4-081(a)     Public Urination
8/3/2019,P005511200,5200,N,KENMORE,8-4-081(a)     Public Urination
8/3/2019,P005521928,10,N,DEARBORN,8-4-081(a)     Public Urination
8/3/2019,P005596358,9000,S,ESCANABA,8-4-081(a)     Public Urination
8/3/2019,P005665202,10,E,CERMAK,8-4-081(a)     Public Urination
8/3/2019,P005664394,300,W,103RD,8-4-081(a)     Public Urination
8/3/2019,P005662451,7800,S,HALSTED,8-4-081(a)     Public Urination
8/3/2019,P005663926,1500,W,69TH ST,8-4-081(a)     Public Urination
8/3/2019,P005736898,1700,W,DIVISION ST,8-4-081(a)     Public Urination
8/3/2019,P005832789,300,W,ONTARIO,8-4-081(a)     Public Urination
8/3/2019,P005773164,5900,W,MADISON ST,8-4-081(a)     Public Urination
8/3/2019,P005792676,1500,N,MILWAUKEE,8-4-081(a)     Public Urination
8/3/2019,P005914276,2200,S,WABASH,8-4-081(a)     Public Urination
8/3/2019,P005797589,4600,S,WESTERN BLVD,8-4-081(a)     Public Urination
8/3/2019,P005823421,800,W,NEWPORT,8-4-081(a)     Public Urination
8/4/2019,P005461852,2800,N,KIMBALL,8-4-081(a)     Public Urination
8/4/2019,P005550436,1500,S,CALIFORNIA,8-4-081(a)     Public Urination
8/4/2019,P005665335,1100,S,MICHIGAN,8-4-081(a)     Public Urination
8/4/2019,P005663443,800,E,79TH,8-4-081(a)     Public Urination
8/4/2019,P005667847,900,W,ADDISON,8-4-081(a)     Public Urination
8/4/2019,P005667849,900,W,ADDISON,8-4-081(a)     Public Urination
8/4/2019,P005640276,2900,W,ROOSEVELT RD,8-4-081(a)     Public Urination
8/4/2019,P005641159,1600,W,HAMLIN,8-4-081(a)     Public Urination
8/4/2019,P005732615,100,E,CONGRESS PK,8-4-081(a)     Public Urination
8/4/2019,P005781491,300,E,47TH,8-4-081(a)     Public Urination
8/4/2019,P005806093,7000,S,KEDZIE,8-4-081(a)     Public Urination
8/4/2019,P005852427,3800,W,ROOSEVELT,8-4-081(a)     Public Urination
8/4/2019,P005796959,6300,S,VERNON,8-4-081(a)     Public Urination
8/4/2019,P005847337,3100,S,RHODES,8-4-081(a)     Public Urination
